status_message,link_name,status_type,status_link,status_published,num_reactions,num_comments,num_shares,num_likes,num_loves,num_wows,num_hahas,num_sads,num_angrys
One of the most famous comedians in the world was just caught on camera calling for President Trump's assassination. This is really bad.,Comedian Calls For Killing Donald Trump,link,https://www.opposingviews.com/i/society/one-most-famous-comedians-world-was-just-caught-camera-calling-president-trumps,2/15/17 11:00,1176,1297,250,322,21,57,123,45,608
"Little MaKayla was sitting in class when her substitute teacher looked at her head and told her in front of all the other kids that she shouldn't pull her hair out because ""if she was bald, she couldn't be pretty."" There was just one serious problem.","Teacher Calls Bald Girl Ugly, Quickly Learns The Truth (Video)",link,https://www.opposingviews.com/i/health/little-makayla-was-sitting-class-when-her-substitute-teacher-looked-her-head-and-told-her-0,2/15/17 10:30,571,139,87,150,7,11,1,154,248
This is not good news for President Trump.,Trump Gets Bad News About Possible Impeachment,link,https://www.opposingviews.com/i/politics/donald-trump-just-got-some-really-bad-news-about-his-possible-impeachment,2/15/17 10:01,1274,1220,458,688,69,17,326,7,167
"One of the most well-known actresses and talk show hosts in the world just lost her ""soulmate"" husband to bipolar disorder. This is an unimaginable tragedy.",Famous Actress's 'Soulmate' Dead After Battle With Mental Illness (Photo),link,https://www.opposingviews.com/i/society/one-most-well-known-actresses-and-talk-show-hosts-world-just-lost-her-soulmate-husband-bi,2/15/17 9:30,168,31,23,72,1,12,2,81,0
"Doctors were horrified when they pulled this large rolling pin out from a woman's abdomen, but they were sick when they learned how it got there in the first place.","Doctors Shocked To Find Rolling Pin In Woman, Learn Disturbing Reason Why (Photos)",link,https://www.opposingviews.com/i/health/doctors-were-horrified-when-they-pulled-large-rolling-pin-out-womans-abdomen-they-were-sick,2/15/17 9:00,181,12,47,71,4,12,0,36,58
Do you think Donald Trump is MORE or LESS trustworthy than Barack Obama?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154513343311051/?type=3,2/15/17 8:00,609,1374,69,469,23,6,74,2,35
Rumors are swirling that Hillary Clinton could run for president again in 2020. Do you think she should stay out of American politics for good?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154513539246051/?type=3,2/15/17 1:00,4070,5754,305,2421,111,51,808,64,615
"Just when you thought koalas couldn't get any cuter, they do this.",,video,https://www.facebook.com/opposingviews/videos/10154513520076051/,2/15/17 0:10,628,10,292,535,85,6,2,0,0
This new line of ink is made entirely out of pollution:,,video,https://www.facebook.com/opposingviews/videos/10154513527396051/,2/14/17 23:00,74,3,34,59,2,13,0,0,0
The Trump Administration is facing adversity from all angles right now. Do you still support President Trump?,Timeline Photos,photo,https://www.facebook.com/opposingviews/photos/a.92094656050.96503.34226391050/10154513534246051/?type=3,2/14/17 22:25,11954,4968,1002,10631,674,8,148,25,468
NEW GALLUP POLL: President Trump's approval rating is down to 40% -- that's the lowest-ever rating for a new president. Do you think Trump is struggling in office?,,video,https://www.facebook.com/opposingviews/videos/10154513495181051/,2/14/17 22:00,1330,3077,262,822,42,31,239,21,175
This reality star thought she was posting an innocent photo of her and her baby. It wasn't until it went viral that fans were able to diagnose her just by looking at it.,Reality Star's Photo Leads To Scary Diagnosis,link,https://www.opposingviews.com/i/social/reality-star-thought-she-was-posting-innocent-photo-her-and-her-baby-it-wasnt-until-it-went,2/14/17 21:34,74,4,5,64,5,4,1,0,0
This picture is going viral after people noticed the unbelievable way Tiffany Trump was treated in public. Look closer and you'll see it.,Picture Goes Viral After People Realize How Tiffany Trump Was Treated,link,https://www.opposingviews.com/i/social/picture-going-viral-after-people-noticed-unbelievable-way-tiffany-trump-was-treated-public,2/14/17 20:30,178,158,21,75,6,5,21,17,54
A major world leader's sibling was just poisoned to death in an airport. Here's the latest:,,video,https://www.facebook.com/opposingviews/videos/10154513478386051/,2/14/17 20:00,153,84,69,90,7,31,17,6,2
"In 2016, a little boy from Kansas was decapitated while cruising down America's tallest water slide. Now, almost 1 year later, we finally know what really happened.",Truth Comes Out About Kansas Boy Who Was Decapitated On America's Tallest Water Slide In 2016,link,http://www.americanow.com/story/society/2017/02/14/parents-boy-killed-water-slide-speak-out,2/14/17 19:30,172,32,32,71,4,6,1,89,1
Do you support these deportations?,Homeland Security: Recently Arrested Immigrants Had Criminal Records,link,https://www.opposingviews.com/i/society/crime/homeland-security-says-75-percent-more-680-arrested-recent-ice-raids-have-criminal?fb=ov,2/14/17 19:05,2634,461,269,2410,131,8,18,8,59
This Iraq War vet was taking a romantic stroll on the beach with his wife when they were stopped by 8 thugs. First they verbally assaulted the couple - then they punched the wife in the face. It was 8 vs. 1 - but the attackers quickly realized that they hadn't counted on one little thing.,"8 Thugs Begin Harassing Vet And His Wife, Punch Wife In Face, Then Realize They Made A Big Mistake",link,http://www.americanow.com/story/crime/2017/02/13/veteran-under-investigation-after-defending-wife-attack,2/14/17 18:30,464,44,120,389,36,6,23,3,7
BREAKING: Here is Michael Flynn's response to being kicked out of the Trump administration. Did he get what he deserves?,,video,https://www.facebook.com/opposingviews/videos/10154513349181051/,2/14/17 18:14,348,481,72,258,5,6,37,16,26
"A passerby noticed this boy at the mall, brutally beaten and covered in blood. However, it wasn't until the police arrived that he was ordered to turn around and face everyone. That's when they saw it.","Police Find Boy Beaten Bloody In Mall, Spot What's Wrong As Soon As He Turns Around",link,http://www.americanow.com/story/society/2017/02/13/boy-found-bloodied-and-beaten-shocking-reason,2/14/17 17:30,457,38,91,158,3,4,1,118,173
Chelsea Clinton is considering running for Senate in 2020. Would you vote for her? Or should the Clintons stay out of politics for good?,Chelsea Clinton Considering Senate Run In 2020,link,https://www.opposingviews.com/i/society/chelsea-clinton-caroline-kennedy-could-vie-senate-seat-2020?fb=ov,2/14/17 17:00,6414,6041,777,3260,299,59,1545,81,1170
One of the most famous actors in the world just suffered a terrible loss.,Tragedy Strikes Movie Star's Family,link,https://www.opposingviews.com/i/society/tom-cruises-mother-died,2/14/17 16:30,52,21,8,36,1,1,0,14,0
Footage: This college football star shattered a woman's face with a brutal punch -- all because she rejected his sexual advances. He avoided any jail time for the assault. Watch the footage yourselves and decide what punishment he deserves:,,video,https://www.facebook.com/opposingviews/videos/10154513008766051/,2/14/17 16:02,1179,1662,866,613,13,67,43,27,416
"This mom is grieving the loss of her 9-month-old baby and just wants to see her son one final time. But the funeral director is refusing her request, saying he has a good reason and won't budge. You decide if he is right.",Funeral Director Bans Mother From Seeing Body Of Her 9-Month-Old Son For Unexpected Reason,link,http://www.americanow.com/story/society/2017/02/13/funeral-director-wont-let-mother-see-infant-sons-body,2/14/17 15:30,550,171,81,141,8,11,0,304,86
New footage of a police shooting shows just how little time officers have to make life-or-death decisions. Here's the footage. Do you support or oppose the officer's decision to shoot?,,video,https://www.facebook.com/opposingviews/videos/10154512874161051/,2/14/17 15:01,1225,392,495,1092,41,60,13,9,10
If only these teachers had known someone was filming them before they decided to play this disturbing game with their students.,"Teachers Caught Playing Sick Game, Pay The Price (Video)",link,https://www.opposingviews.com/i/society/if-only-these-teachers-had-known-someone-was-filming-them-they-decided-play-sick-game,2/14/17 14:30,26,8,16,11,0,3,1,0,11
This Republican senator says it's time for a full investigation to see just how deep Trump's Russia ties really go. Would you support an investigation?,GOP Senate Intel Member: Time For Full Investigation Into Trump's Russia Ties,link,https://www.opposingviews.com/i/society/gop-senate-intel-member-calls-exhaustive-probe-trumps-ties-russia?fb=ov,2/14/17 14:13,2230,2076,604,1718,134,34,59,16,269
"Ivanka Trump is not happy with Kellyanne Conway, and after this, things just escalated even further.",Ivanka Mad At Kellyanne Conway For One Reason,link,https://www.opposingviews.com/i/politics/ivanka-trump-not-happy-kellyanne-conway-and-after-things-just-escalated-even-further,2/14/17 13:00,76,85,11,50,3,5,15,3,0
"Sarah Silverman's is getting a ton of backlash over her latest picture posted online, and now she herself even realizes she made a huge mistake posting it.",Sarah Silverman Blasted For Latest Picture (Photo),link,https://www.opposingviews.com/i/social/sarah-silvermans-getting-ton-backlash-over-her-latest-picture-posted-online-and-now-she,2/14/17 12:30,45,67,2,26,2,0,5,1,11
It just keeps getting worse for Ivanka.,Ivanka Trump Just Got More Bad News,link,https://www.opposingviews.com/i/politics/ivanka-trump-just-got-some-more-bad-news,2/14/17 12:00,162,180,17,82,17,4,39,5,15
This photo of Ivanka Trump is sparking tons of controversy after people realized something about what's right there in plain sight. Look closer.,This Picture Of Ivanka Trump Is Sparking Controversy (Photos),link,https://www.opposingviews.com/i/social/ivanka-trump-sparks-controversy-picture-sitting-chair-oval-office,2/14/17 10:30,1187,916,146,757,96,35,46,13,240
"Now that the photos have surfaced online, people are genuinely concerned about what President Trump was doing right in this very moment captured on camera.",Pictures Of President Trump Spark Concern (Photos),link,https://www.opposingviews.com/i/politics/now-photos-have-surfaced-online-people-are-genuinely-concerned-about-what-president-trump,2/14/17 10:04,118,197,27,61,3,2,20,2,30
"Leslie Ray Charping of Galveston, Texas wasn't a particularly popular guy. Still, everyone was completely shocked when after his death last week, his daughter decided to use his obituary to reveal the sick truth about who he really was.",Daughter Reveals Horrifying Truth About Father In Brutal Obituary,link,https://www.opposingviews.com/i/social/leslie-ray-charping-galveston-texas-wasnt-particularly-popular-guyz-still-everyone-was,2/14/17 9:30,135,20,22,87,5,21,4,16,2
"Michael Flynn resigned as National Security Advisor last night, but it's the secret phone call he kept hidden from President Trump that just took things to a whole new level.",Secret Phone Call Leads To Michael Flynn's Resignation,link,https://www.opposingviews.com/i/politics/michael-flynn-resigned-national-security-advisor-last-night-its-secret-phone-call-he-kept,2/14/17 9:00,94,95,30,70,2,9,6,3,4
"President Trump just signed three major executive orders to empower America's police force. Here are the details of each one.Do you support Trump's pro-law enforcement stance?",,video,https://www.facebook.com/opposingviews/videos/10154510713261051/,2/14/17 8:30,1902,210,389,1747,93,9,9,2,42
What do you think -- yes or no?,,video,https://www.facebook.com/opposingviews/videos/10154510735921051/,2/14/17 8:00,11973,5115,765,10793,500,30,426,49,175
A study spanning four decades found that there is no link whatsoever between immigration and crime. Do you think Trump's anti-immigrant rhetoric is bad for America?,"Study: No Link Between Immigration, Crime Over America's Last 40 Years",link,https://www.opposingviews.com/i/society/crime/four-decade-study-finds-no-link-between-immigration-crime?fb=ov,2/14/17 1:15,718,1840,331,381,17,17,186,10,107
Which president do you prefer seeing in the White House: Trump or Obama?,,video,https://www.facebook.com/opposingviews/videos/10154510733971051/,2/14/17 0:45,2601,6207,248,2211,161,23,177,10,19
River otters + snow = pure awesomeness!,,video,https://www.facebook.com/opposingviews/videos/10154510705566051/,2/14/17 0:10,642,21,281,549,65,0,28,0,0
